X,Y
1.987620746,A
1.21434507,A
3.886264583,A
3.634302236,A
4.378664855,A
9.441763221,A
4.700844403,A
9.255676985,A
-2.08932923,A
3.265345661,A
8.271911648,A
5.404063733,A
-3.205088918,A
3.750685386,A
4.711305574,A
2.526497023,A
4.039692131,A
5.932790201,A
7.527956848,A
3.156870441,A
8.004931537,A
-3.399646307,A
4.245112799,A
7.4067091,A
-7.250597443,A
20.09048949,A
-2.325868713,A
-13.14227163,A
-4.560423591,A
4.302666359,A
7.038685746,A
-6.983564709,A
5.790321254,A
-0.412439163,A
-6.356197216,A
9.802431358,A
17.39080666,A
-9.677709416,A
-10.49480547,A
-3.245430811,A
-11.40503587,A
-0.934459472,A
4.492386423,A
-8.832270486,A
-5.060705815,A
-1.063452972,A
-2.707086729,A
2.967744923,A
-5.192350892,A
-4.905276317,A
20.18558662,A
8.051213528,A
-0.484279456,A
0.307117916,A
-6.117524404,A
6.002478048,A
-1.861780317,A
-0.299864337,A
11.70344371,A
-15.02473516,A
-7.848595723,A
-3.476952102,A
2.940326648,A
14.55571015,A
12.66655577,A
0.88810955,A
4.384177172,A
-13.56614371,A
9.744537329,A
-4.100613413,A
-0.429581569,A
-16.03659689,A
-11.82773587,A
-1.660368288,A
15.15822466,A
-6.491150686,A
8.262226308,A
-6.253743598,A
2.769829615,A
6.897931657,A
-19.88042901,A
-10.18127162,A
-10.92709783,A
14.96848728,A
5.475034186,A
-4.32584911,A
-0.595826009,A
-21.11909086,A
1.196336518,A
-4.894022565,A
-0.151138082,A
-22.28924486,A
8.220027586,A
-3.213697077,A
12.82695234,A
-1.725224229,A
13.06712077,A
-25.24275081,A
-5.369101513,A
-9.004076489,A
9.852610315,A
7.521755878,A
17.8151464,A
9.298777043,A
-5.286863669,A
-10.79444649,A
-3.373738319,A
-3.377054781,A
11.41134681,A
6.689089136,A
-8.845181052,A
-1.3608545,A
6.240377034,A
-13.66467724,A
-1.40072804,A
-5.42293772,A
10.12936183,A
-13.4102918,A
-5.321606436,A
9.612416814,A
-4.402471738,A
5.592411026,A
6.819179954,A
1.508777429,A
-4.768050479,A
6.630741911,A
-9.200808647,A
2.446192003,A
16.64153042,A
-1.08405365,A
12.16833921,A
-8.227169232,A
-1.358035712,A
14.57204422,A
5.557589917,A
17.41364471,A
10.76362119,A
-2.620605048,A
-0.728256722,A
20.38528822,A
-6.942955172,A
5.131712979,A
8.029334138,A
-15.81549967,A
2.592926192,A
6.24639774,A
4.151416594,A
1.933869063,A
16.67097493,A
-14.41188657,A
4.253578983,A
17.46121267,A
-11.61119936,A
-18.46069426,A
-10.51660442,A
0.203788487,A
6.982907406,A
-12.77092191,A
1.131462988,A
-5.680815439,A
6.140245898,A
2.87640919,A
-4.912915032,A
-12.08170361,A
12.52302316,A
-5.71427433,A
-6.540592027,A
14.61764968,A
-14.58636979,A
3.189815226,A
11.30530829,A
0.914762281,A
3.879811362,A
18.68694089,A
3.069658498,A
-18.22424955,A
-9.752771758,A
2.86606327,A
-4.286133624,A
-14.04829284,A
-3.229846144,A
14.70864856,A
-24.27134292,A
-3.693731801,A
7.143041156,A
1.256099523,A
-9.456506498,A
-2.67096599,A
-12.42128026,A
-2.066635101,A
5.562966009,A
28.31850566,A
20.02314989,A
7.950622706,A
-2.582895055,A
-9.15132348,A
-10.6940978,A
-10.94942344,A
-2.673080005,A
6.081438004,A
-16.58347422,A
8.062321193,A
-9.552925871,A
-8.821189537,A
-13.29265424,A
1.347776263,A
6.182559803,A
-2.526998189,A
15.52523414,A
4.245015943,A
26.57234019,A
0.090709838,A
-5.099854028,A
-7.015067169,A
-1.461918781,A
1.844135522,A
-18.90698811,A
-10.91545116,A
1.74653932,A
-1.324208527,A
-4.61451492,A
14.76918576,A
-5.971512462,A
0.828571265,A
-8.302236835,A
3.515211582,A
-0.083117512,A
5.83100662,A
20.50385168,A
15.60953215,A
3.877384259,A
-9.927015915,A
4.347843276,A
-10.5704084,A
-10.81681071,A
-12.22996649,A
-1.97871476,A
17.70054805,A
-15.3521444,A
24.64836148,A
-1.599025357,A
9.78912276,A
11.24903883,A
-10.94056034,A
1.306876996,A
-10.24977062,A
1.639875894,A
2.100418234,A
2.788059458,A
-5.808990989,A
-3.162258778,A
-3.741694002,A
17.07147817,A
0.882445286,A
9.761901278,A
-6.644117259,A
5.423388878,A
-1.64893327,A
-0.695494109,A
4.157403866,A
3.818278755,A
-0.662777471,A
-10.83594238,A
7.495623984,A
15.40866213,A
-5.391745428,A
9.40434423,A
1.002527544,A
-2.325784188,A
9.753137478,A
-5.715313085,A
-3.476161338,A
-21.79538128,A
7.420092001,A
20.32434463,A
-20.30823435,A
-16.64498456,A
18.25341779,A
-10.313915,A
-9.262419334,A
-20.75437904,A
-10.91963616,A
20.47371905,A
-6.290494589,A
1.949624538,A
6.686011751,A
19.82725986,A
3.408907501,A
4.918800872,A
-11.78904663,A
21.74069146,A
-7.008347148,A
-7.968268063,A
1.728248098,A
-15.30608913,A
-13.7522929,A
-2.098700029,A
20.54313387,A
-24.45549108,A
-5.294212791,A
6.373629122,A
6.476342013,A
2.079955496,A
0.953425196,A
19.08894249,A
7.96946693,A
5.737509335,A
1.007856306,A
-11.60830002,A
6.438891465,A
-12.48524946,A
-10.65816208,A
0.373072182,A
18.12493219,A
-8.424432386,A
-7.987188911,A
-9.55760484,A
-8.328874991,A
-4.868134459,A
-12.21697614,A
2.321021152,A
-13.72827492,A
0.81401377,A
-9.411757523,A
-16.03902121,A
21.85182605,A
15.53510622,A
-16.78193349,A
9.13891019,A
-0.720232271,A
2.383349646,A
15.35549885,A
-2.684457434,A
-16.06928694,A
-1.686433084,A
8.295253734,A
11.15030426,A
-0.656329296,A
0.818596486,A
-3.88271527,A
-13.83566725,A
-15.31610575,A
-9.784320245,A
1.838977481,A
-13.45307789,A
16.83190416,A
9.938362433,A
-10.81621711,A
-4.74896514,A
1.689524137,A
-11.17941354,A
-19.62635495,A
-4.242734169,A
-11.77114149,A
-16.08016894,A
7.790759109,A
-2.468658156,A
-9.239137285,A
7.356357412,A
-6.272999051,A
-1.709887763,A
-7.76448463,A
-14.72528939,A
-23.568434,A
-7.87113661,A
-14.84822528,A
-5.543711906,A
-0.473734074,A
4.568223068,A
20.61147539,A
-0.550687959,A
-6.141527916,A
-7.163266345,A
-1.645635308,A
-2.294374308,A
-2.574860746,A
6.694966037,A
-7.091775671,A
16.7946332,A
3.67064391,A
12.19950387,A
9.032272968,A
-13.36203077,A
-10.99106785,A
6.762913813,A
1.699816897,A
-2.415655774,A
-4.13309554,A
5.168286099,A
7.079298333,A
0.576037646,A
6.457169365,A
-12.49883337,A
19.4751913,A
4.868797534,A
24.56427631,A
-5.908238669,A
-7.873770698,A
7.376629244,A
-2.367051438,A
3.443472225,A
-1.472211262,A
-7.540735043,A
-7.023310871,A
5.24409777,A
-7.281537842,A
11.28369895,A
8.303634514,A
-13.04258128,A
9.134340454,A
1.816792683,A
-5.222998262,A
9.011629155,A
0.776075351,A
3.011419315,A
-12.09180182,A
8.467136039,A
1.431122313,A
9.388354092,A
0.42751871,A
-22.3245882,A
-1.586965684,A
-10.88004251,A
4.256363157,A
-0.700253549,A
1.941302984,A
-4.934510924,A
5.010475955,A
3.718396078,A
-18.48707167,A
11.34094658,A
-21.33199547,A
-4.765605733,A
-11.77255898,A
-0.658784331,A
18.3407734,A
-4.911184322,A
7.368397817,A
-6.188684493,A
-7.41857698,A
2.655866354,A
6.665304341,A
-5.939114861,A
5.190398862,A
-3.492520032,A
3.039479988,A
2.428045347,A
-4.815811447,A
-1.301361572,A
-7.057463779,A
-16.62440916,A
-7.148671752,A
-21.73066559,A
-7.055248687,A
19.19720377,A
-10.16356756,A
5.986368251,A
8.342358429,A
-20.19375874,A
15.66573905,A
-6.71025844,A
-6.248762412,A
8.09531469,A
12.54502455,A
1.692464737,A
-12.92205741,A
-6.142988188,A
6.66856974,A
-10.98063263,A
-3.599915468,A
1.387303349,A
-1.357257456,A
-9.712337561,A
16.64652708,A
3.122976881,A
-13.40886347,A
-11.90651212,A
2.301242566,A
-1.155584286,A
-1.370217634,A
9.460459305,A
3.763799147,A
-11.56543633,A
-18.46018651,A
14.56069081,A
-19.63940504,A
12.28270592,A
-15.97747773,A
8.143857387,A
7.112528952,A
-27.16426168,A
-4.610942848,A
0.378173883,A
-18.1784221,A
2.210139273,A
-16.08166133,A
-10.74271737,A
-6.564323779,A
4.236485153,A
-13.67442905,A
9.391018473,A
3.724038394,A
-2.331941282,A
-1.913901129,A
2.801804101,A
2.67626278,A
5.828986263,A
-10.44858887,A
-7.544054615,A
4.413277893,A
3.011322258,A
1.606265264,A
-4.07081811,A
5.639986898,A
-14.26248752,A
3.277145694,A
-6.4045915,A
14.85773192,A
12.32269822,A
3.390596106,A
-14.07908386,A
7.923580715,A
-8.504755083,A
20.17316137,A
-16.18803726,A
2.719634482,A
-1.742462435,A
-10.72668443,A
-12.20255923,A
2.410004295,A
-4.367774539,A
21.67937919,A
5.987239294,A
-10.58187695,A
-10.55698761,A
-2.39214774,A
4.064035041,A
-16.6433466,A
-10.21296951,A
-7.354439057,A
3.070492399,A
-4.386504757,A
-12.62228196,A
-11.15129789,A
-0.900018831,A
-7.224945015,A
12.76429009,A
-0.528500062,A
-17.61703213,A
-6.720991627,A
3.678562339,A
6.035319756,A
9.117246995,A
-8.136622087,A
4.5184317,A
-13.8005978,A
-14.28995175,A
-3.832623604,A
-20.66851041,A
9.183621863,A
5.990616136,A
-7.417153015,A
-2.232875842,A
0.598559101,A
-27.32692686,A
7.302461842,A
-10.251801,A
9.492722265,A
-1.559120529,A
-7.114910295,A
-16.39105894,A
12.56095615,A
2.245138811,A
-3.815550902,A
-1.844083351,A
10.27462532,A
-13.34733056,A
-2.524196267,A
4.842401457,A
-23.8254248,A
9.214326363,A
-2.027981559,A
0.823241461,A
-4.675117749,A
-1.83471482,B
11.35611116,B
-10.63165313,B
4.805618291,B
-4.870205797,B
0.202448812,B
-11.42577885,B
9.757770139,B
-11.80279932,B
-14.77760557,B
10.99315775,B
-7.954489169,B
3.805578064,B
1.900996618,B
-24.29586599,B
-5.288849137,B
-5.124858032,B
-9.481184012,B
3.594868176,B
21.43346284,B
-9.943472796,B
-14.12756482,B
16.08755219,B
-14.94221243,B
6.960728816,B
1.016513767,B
4.061647276,B
-0.444156433,B
6.609576864,B
24.86318435,B
-0.252991324,B
3.451632414,B
-4.27618263,B
9.166216313,B
2.92581189,B
-14.33143485,B
10.48562721,B
-8.288440514,B
6.714458562,B
15.89590895,B
1.127931955,B
6.517936353,B
-8.590804191,B
11.83226945,B
-5.922614071,B
1.658273669,B
-2.705488808,B
2.481919464,B
-10.73387821,B
3.925681823,B
12.06875501,B
3.735650089,B
-4.345921103,B
1.049967858,B
-6.232056525,B
-1.237942044,B
-0.718821153,B
20.6163967,B
-1.077223325,B
-4.544337097,B
-11.45739342,B
-11.97929934,B
24.2285739,B
-13.6036979,B
-0.829886381,B
18.0471932,B
12.40057484,B
1.714149657,B
-12.23131449,B
7.84230673,B
0.874964569,B
0.345789878,B
-20.29287526,B
12.78746791,B
-1.242399701,B
15.16506499,B
0.623828094,B
17.97615531,B
31.04449952,B
-7.595207005,B
18.34763853,B
4.943086231,B
-5.55798191,B
-17.61121748,B
-3.157295864,B
-13.44115464,B
-6.516263272,B
17.70216601,B
-10.17114431,B
15.12968096,B
7.141252918,B
1.273345973,B
-6.359851469,B
10.63101031,B
-4.097623909,B
-4.160177695,B
-2.266203521,B
-2.796351904,B
7.56540292,B
11.41003497,B
0.104773348,B
1.931467192,B
-3.353365829,B
-7.605238429,B
2.719991487,B
15.45223122,B
-6.426201133,B
7.133299533,B
3.458517757,B
2.635749028,B
-16.9736328,B
4.610654676,B
-2.839124385,B
-1.754885304,B
12.05905067,B
3.866128111,B
-19.98417354,B
4.848192621,B
8.063207285,B
-4.617955827,B
6.145886578,B
-1.11382391,B
0.067537743,B
-9.443277414,B
-20.36056722,B
17.33138694,B
11.27275997,B
-3.699936922,B
-18.31468727,B
9.193187195,B
23.3426241,B
0.108471031,B
7.460380121,B
-4.393162141,B
-13.29526553,B
7.497511309,B
-11.95569252,B
4.411157985,B
-3.732092402,B
-10.12987811,B
16.95434621,B
-9.530383805,B
-6.93227404,B
6.923812494,B
-8.993133458,B
17.21333857,B
6.863360792,B
5.818750756,B
-13.37079139,B
7.958643827,B
26.55136925,B
1.8404349,B
-4.358676591,B
0.750667234,B
4.953657898,B
-3.663968542,B
3.518815947,B
-4.044166825,B
0.749634096,B
23.19877826,B
2.83867845,B
-2.687595087,B
11.18282321,B
-6.54952461,B
6.134567683,B
2.078330308,B
-7.348023499,B
-13.83411744,B
0.182856465,B
11.2820232,B
5.371421875,B
-14.99284164,B
-11.09517031,B
0.437329152,B
-25.1495089,B
9.844280651,B
-3.526186658,B
-18.6287895,B
-16.82710415,B
0.172884528,B
3.863965545,B
23.48602692,B
-4.233025243,B
-1.022877102,B
23.50084619,B
-18.39455345,B
13.61899133,B
-1.188506934,B
12.20196956,B
7.461493339,B
1.243271872,B
-14.06586334,B
6.95754711,B
-40.06250348,B
-0.005308566,B
16.75459281,B
3.667058853,B
17.47935447,B
5.023039178,B
-2.26987627,B
-0.729605174,B
15.01628451,B
20.39805997,B
0.63708215,B
-7.018664939,B
16.61347818,B
-6.214333097,B
4.434668384,B
5.827029197,B
-6.179672844,B
4.562807,B
0.560350448,B
-0.457346002,B
-16.8070801,B
-16.10798599,B
-15.1566316,B
-1.339541633,B
-1.99536729,B
-5.104589699,B
-2.23073999,B
-1.904132367,B
5.282677321,B
13.39692204,B
10.05416162,B
-18.62307608,B
-9.060344538,B
3.475885585,B
9.687687431,B
-8.630590337,B
18.65772979,B
-13.61962133,B
-17.31023696,B
1.351871158,B
-5.137425761,B
4.53035736,B
-11.68379293,B
2.286314615,B
-3.976374614,B
8.752513259,B
-7.191142171,B
-5.150785398,B
14.127671,B
17.18464699,B
15.54698922,B
6.908110169,B
0.633240702,B
-10.43985555,B
5.156109469,B
-0.214768332,B
-14.56326855,B
0.481448259,B
-10.17348435,B
-5.643691297,B
-16.30306584,B
-2.368565241,B
0.984954215,B
8.871334163,B
-0.742932358,B
-6.875630413,B
20.47938017,B
-11.0057591,B
-11.05272515,B
-20.02088081,B
-16.19781687,B
11.04466387,B
-15.15233851,B
-12.74394902,B
0.944875515,B
-6.521126027,B
-2.310570704,B
-1.757406019,B
7.700866913,B
1.016044409,B
2.650125149,B
15.00046429,B
-0.111340048,B
3.069426263,B
16.46078807,B
-8.048801783,B
5.798753195,B
16.29079436,B
-2.985002638,B
3.910410737,B
15.52975155,B
-11.27483675,B
-2.770092711,B
12.20300945,B
-9.222821832,B
9.418044842,B
13.20712448,B
-6.481421821,B
-11.70721829,B
1.596467564,B
2.933960733,B
13.18068255,B
8.035089188,B
6.685669467,B
-6.954934144,B
9.171221078,B
1.047133088,B
3.851263372,B
-3.720074552,B
-5.406557052,B
-12.84033689,B
-7.653584349,B
10.23237725,B
-9.81234137,B
12.00231302,B
-0.888063265,B
3.746911966,B
8.867038174,B
5.685647989,B
6.05494786,B
-6.205339385,B
-18.31154895,B
-25.08919252,B
-7.887851219,B
-5.753928153,B
-7.187562866,B
6.692095056,B
1.097231859,B
-1.630323568,B
0.623012674,B
22.05367628,B
-4.682859435,B
18.92617346,B
3.856583571,B
4.552399585,B
14.41367509,B
4.086255678,B
7.509231122,B
-3.15111413,B
-19.00033961,B
-1.23970748,B
-9.495804153,B
-12.54394233,B
-4.838507972,B
28.61944766,B
4.338505645,B
-0.00854553,B
21.490892,B
15.10298709,B
-8.443174025,B
7.224889518,B
-7.261110638,B
-8.836549799,B
-6.286806271,B
-33.14392571,B
-11.32276583,B
12.20209423,B
7.614209815,B
-4.889434589,B
9.467034173,B
11.69895067,B
-5.978862986,B
-15.39516354,B
-0.0491873,B
-0.411219472,B
12.4059885,B
-7.11678147,B
5.787103232,B
10.64089203,B
-11.36438124,B
1.065871615,B
-11.37525303,B
2.391373919,B
4.091646185,B
-3.67369655,B
8.85439279,B
-8.390269989,B
9.391618148,B
6.813746444,B
6.584928478,B
-7.17236401,B
-24.75438918,B
4.762107586,B
-9.598573112,B
9.861701708,B
-5.244577442,B
-0.9056339,B
0.07255296,B
-9.572667116,B
-18.43042009,B
13.48448978,B
-0.059440698,B
-10.60477005,B
13.61711395,B
2.823715368,B
-3.724437412,B
-18.50929544,B
-17.22028692,B
9.449813458,B
-3.499500618,B
11.9762725,B
0.566619154,B
6.062636577,B
-3.521424914,B
1.513473257,B
0.882044628,B
-8.29377246,B
-0.837322011,B
3.898055339,B
-14.6951346,B
-5.132980041,B
8.514714192,B
-19.27341742,B
15.52164826,B
10.77858488,B
-10.3188988,B
3.237406406,B
-0.976952113,B
3.132435285,B
0.761741312,B
8.867511722,B
3.428178038,B
-2.537328758,B
-2.105193787,B
2.798948526,B
-5.102252405,B
2.099982112,B
-10.3149208,B
-3.66220747,B
-8.272102444,B
7.234490983,B
-13.98826803,B
20.75581773,B
5.150489138,B
-15.30183422,B
8.46508265,B
-2.518094861,B
2.407838825,B
-14.48715204,B
6.213862623,B
4.468675066,B
-6.501889507,B
8.056430028,B
-1.54414253,B
23.01845034,B
2.591565881,B
14.91672022,B
-2.049308521,B
14.46529144,B
3.642960351,B
0.450895326,B
-7.404192695,B
-4.34372555,B
-7.726934675,B
15.33638096,B
-11.12575063,B
-18.80486286,B
0.487992951,B
8.195117846,B
3.495678125,B
1.871173054,B
-0.862387511,B
0.044758988,B
1.765825444,B
-3.340578073,B
-4.829861302,B
7.834886764,B
3.258148953,B
5.431734408,B
-1.182736044,B
-7.308020042,B
7.744952569,B
5.327011225,B
-11.29970287,B
9.244540393,B
-6.234934414,B
15.34888867,B
2.446770021,B
5.484161382,B
18.88332499,B
14.47004991,B
1.311812956,B
4.135231935,B
13.07654304,B
-13.69796833,B
-12.64627909,B
10.95356998,B
-5.146242985,B
-8.702153945,B
9.329530163,B
-8.521580891,B
8.696891382,B
5.787482987,B
10.8931043,B
14.40592299,B
2.83354949,B
-8.901420289,B
-2.701092977,B
6.930043606,B
2.842196543,B
9.768814431,B
-14.68683068,B
-9.010871581,B
-1.727447559,B
-12.58398779,B
2.801426351,B
-3.206973549,B
1.930005985,B
-5.15706519,B
-4.806731109,B
12.76712736,B
20.3277034,B
-6.148206037,B
26.02317195,B
3.168766323,B
-5.450852436,B
14.21831054,B
30.31042735,B
6.151347192,B
-0.225446126,B
1.449486138,B
-15.06778743,B
-18.20091172,B
-12.78238483,B
-20.26533625,B
0.307303782,B
-1.974015,B
-5.187914614,B
2.249489892,B
-5.055801425,B
-4.349946993,B
11.74155219,B
5.59860865,B
5.647479432,B
3.074273771,B
9.916120388,B
17.07515177,B
12.12246787,B
-19.80334962,B
-5.042400923,B
-24.18834176,B
17.99715134,B
-14.95692263,B
1.917629118,B
9.933422195,B
-4.442609408,B
7.510300896,B
6.009683245,B
-2.802108513,B
5.849125322,B
-4.568401356,B
0.499306841,B
15.87817309,B
-7.944216839,B
9.14243683,B
5.033970165,B
19.55682509,B
9.38501886,B
5.486076553,B
5.684001898,B
-11.03343494,B
7.851450528,B
7.166090979,B
-10.07559826,B
6.864516514,B
6.319061473,B
-6.513117797,B
15.51500797,B
5.901680334,B
15.64894713,B
-0.105159033,B
11.78459758,B
16.28197366,B
-5.083039533,B
-6.26696532,B
-16.46966539,B
-6.005180356,B
10.30999643,B
-8.585463311,B
0.557161797,B
-9.080675216,B
17.92844615,B
22.06428424,B
10.79213919,B
-22.72836935,B
-3.793192625,B
-9.65112558,B
15.47487293,B
8.960541153,B
5.939372734,B
13.34565323,B
0.47877958,B
-5.119773405,B
-11.67784241,B
1.856866756,B
14.10914236,B
3.786342678,B
12.78800226,B
5.280186529,B
18.45744337,B
-12.05356596,B
-11.44943557,B
-2.545125883,B
9.479413149,B
-2.957684141,B
13.20616543,B
-11.10507457,B
0.803251233,B
-10.00469181,B
-8.828381121,B
2.247764017,B
12.13319191,B
-2.504503567,B
0.02823228,B
-10.7855476,B
-8.2544847,B
2.599181613,B
-8.441329001,B
2.969366854,B
-13.10390939,B
1.728118567,B
20.2013929,B
6.376333036,B
-3.742746144,B
2.507566464,B
0.573096045,B
18.12351692,B
8.873110424,B
-0.088808923,B
-18.1367923,B
-2.760678611,B
-2.679523425,B
-13.84506586,B
-11.14408912,B
-18.83229298,B
15.66771124,B
4.244812012,B
13.8026684,B
8.746661871,B
4.482627264,B
4.897171463,B
-18.05151959,B
-25.81522317,B
22.04197872,B
-0.061888388,B
10.93368554,B
-0.049806154,B
9.02845754,B
-7.540327087,B
-10.57473985,B
-10.21019347,B
28.54745964,B
-18.20638316,B
-13.57976483,B
6.248846026,B
